map_file=lak303d.map
agents=300
seed=0
random_problem=0
max_timestep=2000
max_comp_time=300000
48,133,82,141
143,29,102,141
41,59,168,111
25,40,94,111
116,45,152,35
143,107,39,78
48,116,83,49
87,148,118,142
106,181,185,76
24,62,100,4
148,106,143,145
147,162,93,4
35,143,38,108
85,102,40,111
49,38,86,185
179,135,76,38
66,177,56,63
149,172,20,113
74,75,142,109
42,85,90,82
81,79,143,29
38,40,73,153
155,154,176,57
27,81,43,108
45,81,85,80
131,66,110,189
146,84,115,118
98,50,82,84
105,159,75,168
177,136,17,128
53,129,118,45
42,59,87,159
121,42,34,150
140,157,173,41
19,105,158,22
157,157,104,141
25,135,149,143
105,17,78,83
32,122,185,106
93,86,34,106
168,42,85,184
142,109,20,107
24,133,149,115
184,111,171,42
173,126,42,144
39,42,11,89
155,137,172,89
138,45,166,43
139,107,151,77
68,67,33,56
150,83,10,112
164,36,137,67
157,114,51,76
18,59,172,87
79,91,151,89
163,106,49,43
183,137,186,73
118,42,125,142
145,20,92,30
79,187,121,149
111,171,96,179
113,38,116,153
62,49,148,26
160,102,21,132
42,77,130,136
43,32,57,41
63,59,152,59
154,147,6,114
87,181,138,67
163,115,80,168
17,88,145,85
78,167,37,53
149,169,158,160
106,192,67,141
89,32,115,139
49,127,167,124
106,37,73,172
186,109,55,133
75,40,134,130
55,61,122,143
27,41,77,79
43,83,173,64
52,89,13,114
31,67,158,77
42,144,96,48
150,173,123,54
145,167,159,124
112,91,131,68
110,41,142,90
25,141,83,78
51,66,142,118
137,38,178,81
160,103,151,162
84,101,49,55
77,78,97,79
139,120,43,103
143,80,143,63
144,162,45,24
82,188,80,139
12,68,74,179
131,52,93,143
139,130,134,152
65,165,49,74
145,71,93,149
54,80,172,36
124,125,107,192
186,122,138,154
80,47,140,106
137,128,165,117
106,28,91,41
145,69,41,118
37,41,68,168
148,104,60,68
44,102,109,85
103,20,49,24
75,150,166,156
93,95,16,77
89,174,91,174
87,11,171,66
90,107,156,78
191,72,81,187
168,153,58,173
15,75,43,55
39,122,56,53
47,76,25,78
111,152,9,132
89,190,92,80
32,146,94,170
87,189,57,42
34,51,155,79
50,106,39,148
109,143,39,135
166,59,42,132
165,41,111,164
176,75,155,81
42,75,58,171
10,112,101,144
26,71,114,150
38,33,81,75
161,133,40,37
129,142,34,81
26,40,6,70
175,120,26,103
158,84,135,35
144,109,154,153
113,112,103,166
83,157,152,92
24,77,50,48
35,115,139,130
156,128,30,77
95,39,41,37
145,51,108,48
93,144,89,86
167,42,70,71
151,79,61,136
65,163,44,98
49,83,30,132
110,189,45,89
39,82,76,41
157,67,166,111
151,98,6,87
9,109,139,37
95,40,80,149
79,42,51,35
124,138,113,97
90,8,95,46
105,163,104,190
17,59,52,129
182,107,138,112
29,48,100,142
63,129,171,151
56,35,64,65
82,45,99,146
66,73,49,54
166,75,148,104
88,46,91,50
86,105,163,113
43,107,30,90
113,154,169,44
23,131,90,31
136,146,45,115
80,55,22,124
105,27,111,44
146,79,21,45
158,136,146,85
27,45,39,79
26,69,183,61
100,96,73,154
87,95,47,109
143,138,92,104
169,34,103,26
91,181,129,129
145,101,78,141
165,150,74,78
168,39,153,19
65,76,62,165
136,147,187,69
19,58,72,169
40,101,107,184
161,111,51,102
99,80,161,142
153,133,19,121
84,173,86,158
145,65,170,40
150,115,33,76
102,43,87,103
38,116,138,143
106,42,81,41
5,75,140,159
74,72,85,36
157,124,140,59
110,106,71,147
84,96,99,41
55,132,148,121
155,51,12,123
162,152,68,178
69,43,88,171
41,141,60,176
154,101,69,177
168,101,52,110
31,77,106,34
53,43,105,13
122,46,107,163
159,69,168,86
184,87,188,74
157,66,106,109
68,156,85,183
21,63,42,90
43,40,102,93
103,192,153,155
145,128,180,134
174,74,139,63
54,32,63,133
23,41,77,178
177,110,43,104
110,141,99,180
60,69,128,139
74,46,135,61
186,70,145,101
80,154,95,185
102,164,47,94
166,39,161,101
71,172,85,48
47,58,7,127
109,89,91,177
63,134,162,44
74,179,14,57
87,81,105,108
28,87,144,102
125,56,20,131
40,50,88,177
79,145,107,183
51,36,20,44
152,161,147,114
30,62,64,131
113,156,166,87
12,125,169,65
66,154,106,163
16,108,46,117
108,110,157,48
12,89,99,169
177,119,19,74
143,65,178,116
120,120,68,76
185,76,148,142
90,28,42,37
133,70,33,85
50,25,132,149
141,110,49,101
35,123,46,138
160,81,155,39
112,92,15,56
166,108,30,109
44,59,132,125
86,144,80,163
173,151,67,179
37,74,107,44
94,171,25,42
134,131,168,39
138,64,188,67
42,116,47,76
45,114,103,179
99,187,37,27
141,63,22,58
136,134,29,37
160,104,138,37
53,63,16,101
99,115,55,64
101,96,138,55
141,139,22,87
165,148,169,156
94,166,170,107
189,89,81,161
139,136,48,52
154,25,169,63
137,154,139,121
69,67,76,153
75,189,10,64
154,54,42,49
100,24,123,136
